id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,team_name,league_name,league_name_id
356,110569,9836,2015-09-10 00:00:00,51,Balanced,54.0,Normal,49,Mixed,Organised,49,Normal,52,Normal,52,Normal,Organised,45,Medium,46,Press,58,Normal,Cover,Dijon FCO,France Ligue 1,4
1076,379,9837,2015-09-10 00:00:00,48,Balanced,37.0,Normal,49,Mixed,Organised,48,Normal,52,Normal,58,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,Stade de Reims,France Ligue 1,4
1363,100651,9839,2013-09-20 00:00:00,41,Balanced,,Little,52,Mixed,Organised,60,Normal,52,Normal,52,Normal,Organised,29,Deep,42,Press,49,Normal,Cover,VVV-Venlo,Netherlands Eredivisie,6
967,73,9847,2015-09-10 00:00:00,49,Balanced,47.0,Normal,34,Mixed,Organised,62,Normal,61,Normal,35,Normal,Organised,57,Medium,53,Press,56,Normal,Cover,Paris Saint-Germain,France Ligue 1,4
910,1792,9850,2015-09-10 00:00:00,45,Balanced,38.0,Normal,55,Mixed,Organised,46,Normal,54,Normal,47,Normal,Organised,38,Medium,39,Press,51,Normal,Cover,Norwich City,England Premier League,3
1082,74,9851,2015-09-10 00:00:00,64,Balanced,62.0,Normal,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,Stade Rennais FC,France Ligue 1,4
1124,1819,9853,2015-09-10 00:00:00,58,Balanced,55.0,Normal,52,Mixed,Organised,48,Normal,64,Normal,52,Normal,Organised,48,Medium,51,Press,49,Normal,Cover,AS Saint-Étienne,France Ligue 1,4
537,1805,9855,2011-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,Grenoble Foot 38,France Ligue 1,4
197,189,9857,2015-09-10 00:00:00,63,Balanced,53.0,Normal,48,Mixed,Organised,32,Safe,48,Normal,52,Normal,Organised,30,Deep,54,Press,48,Normal,Cover,Bologna,Italy Serie A,5
242,190,9858,2015-09-10 00:00:00,42,Balanced,56.0,Normal,43,Mixed,Organised,41,Normal,48,Normal,69,Lots,Organised,41,Medium,52,Press,57,Normal,Cover,Brescia,Italy Serie A,5
568,80,9860,2014-09-19 00:00:00,55,Balanced,51.0,Normal,62,Mixed,Organised,55,Normal,61,Normal,60,Normal,Organised,49,Medium,52,Press,57,Normal,Cover,Heart of Midlothian,Scotland Premier League,10
794,573,9864,2015-09-10 00:00:00,42,Balanced,51.0,Normal,36,Mixed,Organised,41,Normal,40,Normal,50,Normal,Organised,47,Medium,37,Press,52,Normal,Offside Trap,Málaga CF,Spain LIGA BBVA,2
45,1861,9865,2015-09-10 00:00:00,46,Balanced,41.0,Normal,65,Mixed,Organised,57,Normal,54,Normal,40,Normal,Organised,37,Medium,53,Press,45,Normal,Cover,UD Almería,Spain LIGA BBVA,2
1264,260,9867,2015-09-10 00:00:00,56,Balanced,50.0,Normal,57,Mixed,Organised,56,Normal,51,Normal,54,Normal,Organised,52,Medium,50,Press,69,Wide,Cover,CD Tenerife,Spain LIGA BBVA,2
1433,1742,9868,2013-09-20 00:00:00,60,Balanced,,Little,44,Mixed,Organised,40,Normal,57,Normal,41,Normal,Organised,49,Medium,54,Press,50,Normal,Cover,Xerez Club Deportivo,Spain LIGA BBVA,2
1204,459,9869,2015-09-10 00:00:00,55,Balanced,48.0,Normal,50,Mixed,Organised,62,Normal,59,Normal,38,Normal,Organised,45,Medium,54,Press,41,Normal,Cover,Real Sporting de Gijón,Spain LIGA BBVA,2
1319,110456,9873,2015-09-10 00:00:00,49,Balanced,59.0,Normal,52,Mixed,Organised,51,Normal,67,Lots,56,Normal,Organised,47,Medium,51,Press,46,Normal,Cover,Valenciennes FC,France Ligue 1,4
1180,226,9874,2015-09-10 00:00:00,63,Balanced,62.0,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,FC Sochaux-Montbéliard,France Ligue 1,4
1210,48,9875,2015-09-10 00:00:00,53,Balanced,70.0,Lots,37,Mixed,Organised,68,Risky,54,Normal,67,Lots,Organised,47,Medium,57,Press,53,Normal,Offside Trap,Napoli,Italy Serie A,5
1329,206,9876,2015-09-10 00:00:00,57,Balanced,29.0,Little,38,Mixed,Organised,39,Normal,54,Normal,55,Normal,Organised,47,Medium,59,Press,52,Normal,Cover,Hellas Verona,Italy Serie A,5
984,200,9878,2015-09-10 00:00:00,64,Balanced,31.0,Little,53,Mixed,Organised,41,Normal,49,Normal,41,Normal,Organised,39,Medium,46,Press,43,Normal,Cover,Pescara,Italy Serie A,5
484,144,9879,2015-09-10 00:00:00,52,Balanced,34.0,Normal,48,Mixed,Organised,39,Normal,54,Normal,59,Normal,Organised,29,Deep,30,Contain,39,Normal,Cover,Fulham,England Premier League,3
306,110915,9880,2015-09-10 00:00:00,66,Balanced,31.0,Little,41,Mixed,Organised,53,Normal,44,Normal,66,Normal,Organised,39,Medium,49,Press,57,Normal,Cover,Cesena,Italy Serie A,5
1130,1837,9882,2015-09-10 00:00:00,36,Balanced,56.0,Normal,38,Mixed,Organised,49,Normal,52,Normal,29,Little,Organised,50,Medium,51,Press,53,Normal,Cover,Sampdoria,Italy Serie A,5
630,45,9885,2015-09-10 00:00:00,50,Balanced,35.0,Normal,20,Short,Organised,65,Normal,50,Normal,80,Lots,Organised,35,Medium,65,Press,35,Normal,Cover,Juventus,Italy Serie A,5
694,347,9888,2012-02-22 00:00:00,45,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,Lecce,Italy Serie A,5
478,111657,9891,2015-09-10 00:00:00,63,Balanced,48.0,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover,Frosinone,Italy Serie A,5
563,485,9904,2015-09-10 00:00:00,48,Balanced,55.0,Normal,41,Mixed,Organised,38,Normal,51,Normal,40,Normal,Organised,35,Medium,50,Press,61,Normal,Cover,Hannover 96,Germany 1. Bundesliga,1
788,169,9905,2015-09-10 00:00:00,60,Balanced,43.0,Normal,53,Mixed,Organised,49,Normal,40,Normal,44,Normal,Organised,55,Medium,62,Press,47,Normal,Cover,1. FSV Mainz 05,Germany 1. Bundesliga,1
100,240,9906,2015-09-10 00:00:00,57,Balanced,50.0,Normal,50,Mixed,Organised,61,Normal,62,Normal,49,Normal,Organised,49,Medium,42,Press,52,Normal,Cover,Atlético Madrid,Spain LIGA BBVA,2
444,1903,9908,2015-09-10 00:00:00,50,Balanced,39.0,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover,FC Utrecht,Netherlands Eredivisie,6
288,450,9910,2015-09-10 00:00:00,55,Balanced,59.0,Normal,38,Mixed,Organised,41,Normal,48,Normal,50,Normal,Free Form,55,Medium,55,Press,59,Normal,Cover,RC Celta de Vigo,Spain LIGA BBVA,2
191,160,9911,2015-09-10 00:00:00,69,Fast,38.0,Normal,57,Mixed,Organised,66,Normal,40,Normal,66,Normal,Organised,58,Medium,47,Press,67,Wide,Cover,VfL Bochum,Germany 1. Bundesliga,1
68,159,9912,2014-09-19 00:00:00,62,Balanced,49.0,Normal,55,Mixed,Organised,56,Normal,51,Normal,52,Normal,Organised,36,Medium,54,Press,48,Normal,Cover,DSC Arminia Bielefeld,Germany 1. Bundesliga,1
294,78,9925,2015-09-10 00:00:00,54,Balanced,49.0,Normal,53,Mixed,Organised,51,Normal,51,Normal,62,Normal,Organised,58,Medium,55,Press,56,Normal,Cover,Celtic,Scotland Premier League,10
858,83,9927,2015-09-10 00:00:00,64,Balanced,46.0,Normal,55,Mixed,Organised,44,Normal,45,Normal,27,Little,Organised,37,Medium,44,Press,51,Normal,Cover,Motherwell,Scotland Premier League,10
3,434,9930,2015-09-10 00:00:00,47,Balanced,41.0,Normal,54,Mixed,Organised,54,Normal,63,Normal,64,Normal,Organised,47,Medium,44,Press,54,Normal,Cover,FC Aarau,Switzerland Super League,9
136,896,9931,2015-09-10 00:00:00,61,Balanced,63.0,Normal,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover,FC Basel,Switzerland Super League,9
364,181,9938,2015-09-10 00:00:00,60,Balanced,58.0,Normal,53,Mixed,Organised,55,Normal,49,Normal,45,Normal,Organised,48,Medium,42,Press,53,Normal,Cover,Dundee United,Scotland Premier League,10
1287,1809,9941,2015-09-10 00:00:00,49,Balanced,56.0,Normal,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover,Toulouse FC,France Ligue 1,4
535,322,9956,2015-09-10 00:00:00,50,Balanced,60.0,Normal,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover,Grasshopper Club Zürich,Switzerland Super League,9
130,1848,9976,2015-09-10 00:00:00,52,Balanced,40.0,Normal,65,Mixed,Organised,40,Normal,55,Normal,48,Normal,Organised,50,Medium,51,Press,55,Normal,Cover,Bari,Italy Serie A,5
300,1750,9984,2015-09-10 00:00:00,53,Balanced,49.0,Normal,43,Mixed,Organised,52,Normal,58,Normal,42,Normal,Organised,59,Medium,47,Press,62,Normal,Cover,KSV Cercle Brugge,Belgium Jupiler League,11
1242,232,9985,2015-09-10 00:00:00,54,Balanced,45.0,Normal,62,Mixed,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,54,Press,52,Normal,Cover,Standard de Liège,Belgium Jupiler League,11
1192,670,9986,2015-09-10 00:00:00,60,Balanced,47.0,Normal,53,Mixed,Organised,48,Normal,50,Normal,48,Normal,Organised,39,Medium,48,Press,49,Normal,Cover,Sporting Charleroi,Belgium Jupiler League,11
490,673,9987,2015-09-10 00:00:00,58,Balanced,52.0,Normal,38,Mixed,Organised,30,Safe,69,Lots,56,Normal,Organised,36,Medium,57,Press,70,Wide,Cover,KRC Genk,Belgium Jupiler League,11
736,239,9989,2015-09-10 00:00:00,69,Fast,44.0,Normal,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Organised,38,Medium,49,Press,65,Normal,Cover,Lierse SK,Belgium Jupiler League,11
502,674,9991,2015-09-10 00:00:00,50,Balanced,55.0,Normal,37,Mixed,Organised,42,Normal,66,Normal,34,Normal,Organised,49,Medium,54,Press,52,Normal,Cover,KAA Gent,Belgium Jupiler League,11
152,675,9993,2013-09-20 00:00:00,47,Balanced,,Little,39,Mixed,Organised,38,Normal,64,Normal,49,Normal,Organised,45,Medium,46,Press,67,Wide,Cover,Beerschot AC,Belgium Jupiler League,11
764,2007,9994,2015-09-10 00:00:00,62,Balanced,45.0,Normal,52,Mixed,Organised,42,Normal,50,Normal,62,Normal,Organised,45,Medium,52,Press,52,Normal,Cover,Sporting Lokeren,Belgium Jupiler League,11
860,111560,9996,2015-09-10 00:00:00,50,Balanced,50.0,Normal,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,Royal Excel Mouscron,Belgium Jupiler League,11
1236,680,9997,2012-02-22 00:00:00,52,Balanced,,Little,55,Mixed,Organised,52,Normal,55,Normal,47,Normal,Organised,32,Deep,40,Press,41,Normal,Cover,Sint-Truidense VV,Belgium Jupiler League,11
844,1747,9998,2014-09-19 00:00:00,55,Balanced,50.0,Normal,55,Mixed,Organised,55,Normal,67,Lots,46,Normal,Organised,46,Medium,45,Press,47,Normal,Cover,RAEC Mons,Belgium Jupiler League,11
1103,546,9999,2010-02-22 00:00:00,65,Balanced,,Little,60,Mixed,Organised,50,Normal,35,Normal,40,Normal,Organised,65,Medium,70,Double,70,Wide,Cover,KSV Roeselare,Belgium Jupiler League,11
1458,15005,10000,2015-09-10 00:00:00,54,Balanced,42.0,Normal,51,Mixed,Organised,47,Normal,52,Normal,32,Little,Organised,44,Medium,58,Press,37,Normal,Cover,SV Zulte-Waregem,Belgium Jupiler League,11
1394,681,10001,2015-09-10 00:00:00,52,Balanced,46.0,Normal,50,Mixed,Organised,57,Normal,55,Normal,32,Little,Organised,48,Medium,45,Press,53,Normal,Cover,KVC Westerlo,Belgium Jupiler League,11
1260,1960,10003,2015-09-10 00:00:00,45,Balanced,44.0,Normal,42,Mixed,Organised,34,Normal,36,Normal,55,Normal,Free Form,31,Deep,47,Press,42,Normal,Cover,Swansea City,England Premier League,3
973,50,10167,2015-09-10 00:00:00,48,Balanced,66.0,Normal,33,Short,Organised,69,Risky,62,Normal,45,Normal,Organised,43,Medium,43,Press,46,Normal,Cover,Parma,Italy Serie A,5
1019,15,10172,2015-09-10 00:00:00,30,Slow,39.0,Normal,61,Mixed,Organised,53,Normal,53,Normal,60,Normal,Organised,50,Medium,44,Press,54,Normal,Cover,Queens Park Rangers,England Premier League,3
1168,110770,10179,2015-09-10 00:00:00,61,Balanced,57.0,Normal,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,47,Press,54,Normal,Cover,FC Sion,Switzerland Super League,9
1153,34,10189,2015-09-10 00:00:00,58,Balanced,43.0,Normal,42,Mixed,Organised,64,Normal,61,Normal,37,Normal,Organised,55,Medium,59,Press,56,Normal,Cover,FC Schalke 04,Germany 1. Bundesliga,1
1215,898,10190,2015-09-10 00:00:00,52,Balanced,46.0,Normal,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,36,Press,52,Normal,Cover,FC St. Gallen,Switzerland Super League,9
1269,1715,10191,2015-09-10 00:00:00,58,Balanced,59.0,Normal,35,Mixed,Organised,64,Normal,36,Normal,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover,FC Thun,Switzerland Super League,9
1439,900,10192,2015-09-10 00:00:00,52,Balanced,56.0,Normal,64,Mixed,Organised,39,Normal,66,Normal,46,Normal,Organised,44,Medium,34,Press,50,Normal,Cover,BSC Young Boys,Switzerland Super League,9
1248,1806,10194,2015-09-10 00:00:00,48,Balanced,41.0,Normal,49,Mixed,Organised,51,Normal,59,Normal,49,Normal,Organised,44,Medium,37,Press,51,Normal,Cover,Stoke City,England Premier League,3
776,897,10199,2015-09-10 00:00:00,63,Balanced,51.0,Normal,51,Mixed,Organised,54,Normal,40,Normal,66,Normal,Organised,48,Medium,53,Press,50,Normal,Cover,FC Luzern,Switzerland Super League,9
1341,483,10205,2015-09-10 00:00:00,48,Balanced,42.0,Normal,36,Mixed,Free Form,36,Normal,52,Normal,55,Normal,Free Form,47,Medium,48,Press,44,Normal,Cover,Villarreal CF,Spain LIGA BBVA,2
155,1897,10211,2013-09-20 00:00:00,39,Balanced,,Little,48,Mixed,Organised,53,Normal,53,Normal,59,Normal,Organised,37,Medium,52,Press,61,Normal,Cover,SC Beira Mar,Portugal Liga ZON Sagres,8
818,1893,10212,2015-09-10 00:00:00,61,Balanced,49.0,Normal,66,Mixed,Organised,67,Risky,64,Normal,55,Normal,Organised,38,Medium,49,Press,46,Normal,Cover,CS Marítimo,Portugal Liga ZON Sagres,8
873,1891,10214,2015-09-10 00:00:00,65,Balanced,59.0,Normal,43,Mixed,Organised,53,Normal,44,Normal,53,Normal,Organised,42,Medium,42,Press,57,Normal,Cover,CD Nacional,Portugal Liga ZON Sagres,8
27,1901,10215,2015-09-10 00:00:00,53,Balanced,53.0,Normal,44,Mixed,Organised,55,Normal,51,Normal,60,Normal,Organised,39,Medium,38,Press,61,Normal,Cover,Académica de Coimbra,Portugal Liga ZON Sagres,8
33,650,10217,2015-09-10 00:00:00,56,Balanced,40.0,Normal,66,Mixed,Organised,55,Normal,52,Normal,38,Normal,Organised,40,Medium,50,Press,52,Normal,Cover,ADO Den Haag,Netherlands Eredivisie,6
418,1971,10218,2015-09-10 00:00:00,53,Balanced,41.0,Normal,69,Long,Organised,48,Normal,45,Normal,43,Normal,Organised,29,Deep,41,Press,36,Normal,Cover,Excelsior,Netherlands Eredivisie,6
1092,1905,10219,2014-09-19 00:00:00,57,Balanced,30.0,Little,55,Mixed,Organised,42,Normal,36,Normal,55,Normal,Organised,31,Deep,30,Contain,38,Normal,Cover,RKC Waalwijk,Netherlands Eredivisie,6
1147,1913,10228,2015-09-10 00:00:00,54,Balanced,40.0,Normal,56,Mixed,Organised,65,Normal,43,Normal,44,Normal,Organised,46,Medium,44,Press,48,Normal,Cover,SC Heerenveen,Netherlands Eredivisie,6
118,1906,10229,2015-09-10 00:00:00,50,Balanced,46.0,Normal,58,Mixed,Organised,67,Risky,56,Normal,50,Normal,Organised,50,Medium,61,Press,55,Normal,Cover,AZ,Netherlands Eredivisie,6
496,110556,10233,2015-09-10 00:00:00,64,Balanced,52.0,Normal,68,Long,Organised,66,Normal,45,Normal,23,Little,Organised,27,Deep,47,Press,53,Normal,Cover,Genoa,Italy Serie A,5
457,246,10235,2015-09-10 00:00:00,50,Balanced,33.0,Little,48,Mixed,Organised,48,Normal,67,Lots,31,Little,Organised,43,Medium,46,Press,40,Normal,Cover,Feyenoord,Netherlands Eredivisie,6
1359,665,10238,2015-09-10 00:00:00,58,Balanced,49.0,Normal,42,Mixed,Organised,54,Normal,52,Normal,52,Normal,Organised,37,Medium,37,Press,58,Normal,Cover,Vitória Setúbal,Portugal Liga ZON Sagres,8
1292,294,10242,2015-09-10 00:00:00,49,Balanced,48.0,Normal,51,Mixed,Organised,52,Normal,49,Normal,46,Normal,Organised,43,Medium,42,Press,52,Normal,Cover,ES Troyes AC,France Ligue 1,4
451,894,10243,2015-09-10 00:00:00,62,Balanced,49.0,Normal,46,Mixed,Organised,47,Normal,50,Normal,54,Normal,Organised,47,Medium,43,Press,56,Normal,Cover,FC Zürich,Switzerland Super League,9
850,70,10249,2015-09-10 00:00:00,54,Balanced,43.0,Normal,65,Mixed,Organised,48,Normal,49,Normal,45,Normal,Organised,53,Medium,56,Press,48,Normal,Cover,Montpellier Hérault SC,France Ligue 1,4
590,81,10251,2014-09-19 00:00:00,55,Balanced,49.0,Normal,44,Mixed,Organised,47,Normal,43,Normal,49,Normal,Organised,43,Medium,41,Press,40,Normal,Cover,Hibernian,Scotland Premier League,10
82,2,10252,2015-09-10 00:00:00,63,Balanced,37.0,Normal,54,Mixed,Organised,60,Normal,48,Normal,38,Normal,Organised,35,Medium,44,Press,54,Normal,Cover,Aston Villa,England Premier League,3
812,11,10260,2015-09-10 00:00:00,38,Balanced,42.0,Normal,44,Mixed,Organised,49,Normal,44,Normal,40,Normal,Organised,54,Medium,53,Press,56,Normal,Cover,Manchester United,England Premier League,3
898,13,10261,2015-09-10 00:00:00,58,Balanced,45.0,Normal,49,Mixed,Organised,47,Normal,54,Normal,46,Normal,Organised,41,Medium,39,Press,51,Normal,Cover,Newcastle United,England Premier League,3
236,1896,10264,2015-09-10 00:00:00,55,Balanced,35.0,Normal,55,Mixed,Organised,62,Normal,65,Normal,39,Normal,Organised,25,Deep,56,Press,39,Normal,Cover,SC Braga,Portugal Liga ZON Sagres,8
1414,1873,10265,2015-09-10 00:00:00,33,Slow,49.0,Normal,37,Mixed,Free Form,33,Safe,37,Normal,31,Little,Free Form,62,Medium,58,Press,37,Normal,Cover,Wisła Kraków,Poland Ekstraklasa,7
1313,461,10267,2015-09-10 00:00:00,35,Balanced,46.0,Normal,35,Mixed,Organised,37,Normal,51,Normal,58,Normal,Organised,49,Medium,45,Press,53,Normal,Cover,Valencia CF,Spain LIGA BBVA,2
383,468,10268,2015-09-10 00:00:00,51,Balanced,52.0,Normal,48,Mixed,Organised,53,Normal,54,Normal,57,Normal,Organised,49,Medium,51,Press,58,Normal,Cover,Elche CF,Spain LIGA BBVA,2
1335,36,10269,2015-09-10 00:00:00,59,Balanced,55.0,Normal,41,Mixed,Organised,58,Normal,66,Normal,48,Normal,Organised,41,Medium,44,Press,32,Narrow,Cover,VfB Stuttgart,Germany 1. Bundesliga,1
579,100879,10278,2014-09-19 00:00:00,53,Balanced,47.0,Normal,54,Mixed,Organised,60,Normal,58,Normal,60,Normal,Organised,50,Medium,52,Press,58,Normal,Cover,Hércules Club de Fútbol,Spain LIGA BBVA,2
1325,462,10281,2015-09-10 00:00:00,43,Balanced,40.0,Normal,65,Mixed,Organised,39,Normal,51,Normal,57,Normal,Organised,47,Medium,40,Press,47,Normal,Cover,Real Valladolid,Spain LIGA BBVA,2
65,111989,108893,2015-09-10 00:00:00,56,Balanced,46.0,Normal,54,Mixed,Organised,55,Normal,40,Normal,43,Normal,Organised,48,Medium,53,Press,57,Normal,Cover,AC Arles-Avignon,France Ligue 1,4
70,112513,158085,2015-09-10 00:00:00,65,Balanced,66.0,Normal,39,Mixed,Organised,55,Normal,59,Normal,46,Normal,Organised,37,Medium,39,Press,37,Normal,Cover,FC Arouca,Portugal Liga ZON Sagres,8
276,112409,208931,2015-09-10 00:00:00,80,Fast,45.0,Normal,65,Mixed,Organised,70,Risky,40,Normal,50,Normal,Organised,25,Deep,55,Press,35,Normal,Cover,Carpi,Italy Serie A,5
859,111560,274581,2015-09-10 00:00:00,50,Balanced,50.0,Normal,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Cover,Royal Excel Mouscron,Belgium Jupiler League,11
